日付,会場,レース番号,レース名,重賞,コースタイプ,距離,回り,天候,馬場状態,着 順,枠,馬 番,馬名,性齢,斤量,騎手,タイム,着差,人 気,単勝 オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),race_id,horse_id,past_1_date,past_1_rank,past_1_time,past_1_run_style,past_1_race_name,past_1_last_3f,past_1_horse_weight,past_1_jockey,past_1_condition,past_1_odds,past_1_weather,past_2_date,past_2_rank,past_2_time,past_2_run_style,past_2_race_name,past_2_last_3f,past_2_horse_weight,past_2_jockey,past_2_condition,past_2_odds,past_2_weather,past_3_date,past_3_rank,past_3_time,past_3_run_style,past_3_race_name,past_3_last_3f,past_3_horse_weight,past_3_jockey,past_3_condition,past_3_odds,past_3_weather,past_4_date,past_4_rank,past_4_time,past_4_run_style,past_4_race_name,past_4_last_3f,past_4_horse_weight,past_4_jockey,past_4_condition,past_4_odds,past_4_weather,past_5_date,past_5_rank,past_5_time,past_5_run_style,past_5_race_name,past_5_last_3f,past_5_horse_weight,past_5_jockey,past_5_condition,past_5_odds,past_5_weather,past_1_distance,past_1_course_type,past_2_distance,past_2_course_type,past_3_distance,past_3_course_type,past_4_distance,past_4_course_type,past_5_distance,past_5_course_type,コーナー 通過順,馬体重 (増減)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,1,6,8,メロウヴォイス,牝6,56.0,R.キング,1:54.7,,5.0,0.0,38.4,,上原 博之,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3363.0,470(+16)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,2,7,11,グレノークス,牝5,56.0,丸山 元気,1:54.9,１ 1/2,3.0,0.0,39.0,,宮田 敬介,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3411.0,492(+2)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,3,5,7,クリニクラウン,牝5,56.0,菊沢 一樹,1:55.0,クビ,8.0,0.0,38.5,,小手川 準,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101195.0,484(+6)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,4,1,1,エバーハピネス,牝5,56.0,菅原 明良,1:55.0,クビ,6.0,0.0,38.2,,久保田 貴士,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891313.0,488(+10)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,5,5,6,エンセリオ,牝4,55.0,三浦 皇成,1:55.2,３／４,9.0,0.0,38.6,,小笠 倫弘,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091111.0,442(+2)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,6,4,4,メテオールライト,牝5,56.0,C.ルメール,1:55.2,クビ,4.0,0.0,39.1,,萩原 清,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8844.0,430(+2)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,7,2,2,サツキノジョウ,牝4,55.0,丹内 祐次,1:55.3,クビ,2.0,0.0,38.8,,武井 亮,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5595.0,458(+12)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,8,3,3,アンブロジアーナ,牝6,53.0,▲長浜 鴻緒,1:55.3,アタマ,12.0,0.0,39.3,,上原 博之,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.0,434(+2)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,9,4,5,ピジョンブラッド,牝6,56.0,佐々木 大輔,1:55.4,１／２,13.0,0.0,38.8,,荒川 義之,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13131111.0,504(0)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,10,7,10,サクソンジェンヌ,牝4,55.0,荻野 極,1:55.4,ハナ,1.0,0.0,39.0,,高橋 義忠,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5579.0,456(-2)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,11,8,12,バレンタインガール,牝4,55.0,北村 宏司,1:55.8,２ 1/2,11.0,0.0,39.4,,古賀 慎明,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5579.0,468(+8)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,12,6,9,セイウンマカロン,牝4,55.0,津村 明秀,1:55.8,ハナ,7.0,0.0,39.7,,千葉 直人,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245.0,448(+6)
2025年1月18日,中山,7R,4歳以上2勝クラス,,,,,,,13,8,13,アヴィオンドール,牝5,56.0,武藤 雅,1:57.2,８,10.0,0.0,41.2,,手塚 貴久,,202506010607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101125.0,536(+6)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,1,6,11,キタノソワレ,牝4,56.0,木幡 巧也,1:11.3,,6.0,0.0,36.4,,本間 忍,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.0,480(+2)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,2,1,2,ネイト,牝6,53.0,▲長浜 鴻緒,1:11.4,クビ,11.0,0.0,37.2,,小栗 実,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,460(+6)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,3,8,15,ベルウッドウズメ,せん6,58.0,石橋 脩,1:11.8,２ 1/2,14.0,0.0,36.6,,本間 忍,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.0,492(+2)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,4,3,5,ショウナンアビアス,牡5,58.0,戸崎 圭太,1:11.8,ハナ,1.0,0.0,37.4,,加藤 士津八,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,514(+6)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,5,5,10,モリノセピア,牡4,54.0,★小林 美駒,1:11.9,１／２,4.0,0.0,37.9,,鈴木 伸尋,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,486(-2)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,6,8,16,ピコアーガイル,牡4,57.0,佐々木 大輔,1:11.9,１／２,7.0,0.0,38.1,,伊藤 大士,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,502(+4)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,7,2,4,ホウオウフロイト,牡4,58.0,丸田 恭介,1:12.1,３／４,10.0,0.0,36.6,,加藤 和宏,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615.0,446(0)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,8,4,7,ノヴァエクスプレス,牡4,58.0,津村 明秀,1:12.1,アタマ,2.0,0.0,37.5,,鈴木 慎太郎,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.0,518(0)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,9,5,9,レッドセニョール,牡4,58.0,横山 和生,1:12.1,クビ,8.0,0.0,36.9,,矢嶋 大樹,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.0,490(+2)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,10,1,1,マーシヴィガラス,牡5,58.0,丹内 祐次,1:12.2,クビ,13.0,0.0,37.7,,的場 均,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,512(-4)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,11,7,14,カイタロー,牡6,55.0,▲土田 真翔,1:12.5,１ 1/2,15.0,0.0,37.9,,和田 雄二,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.0,496(+26)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,12,7,13,ホークレア,牝4,56.0,横山 武史,1:12.5,ハナ,3.0,0.0,38.3,,尾関 知人,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,448(+16)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,13,6,12,アポロプラネット,牡6,58.0,菊沢 一樹,1:12.6,１／２,12.0,0.0,38.2,,伊藤 圭三,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,500(0)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,14,3,6,ワークソング,牡4,55.0,▲柴田 裕一郎,1:12.6,クビ,5.0,0.0,38.1,,牧浦 充徳,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.0,474(-6)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,15,4,8,チュウワキャリア,牝4,53.0,▲石田 拓郎,1:12.7,１／２,9.0,0.0,38.8,,栗田 徹,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,504(-4)
2025年1月18日,中山,8R,4歳以上2勝クラス,,,,,,,16,2,3,シルヴァーゴースト,牝5,53.0,▲石神 深道,1:13.0,２,16.0,0.0,38.6,,岩戸 孝樹,,202506010608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,460(-4)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,1,1,1,コムユンプリュム,牝3,55.0,菅原 明良,1:33.2,,4.0,0.0,34.4,,鹿戸 雄一,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.0,428(0)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,2,8,16,ピコローズ,牝3,55.0,田辺 裕信,1:33.4,１ 1/2,7.0,0.0,34.8,,伊藤 大士,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,436(+2)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,3,1,2,シホリーン,牝3,55.0,横山 武史,1:33.5,クビ,1.0,0.0,34.8,,武井 亮,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0,454(+6)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,4,2,3,カリーン,牝3,55.0,大野 拓弥,1:33.8,１ 3/4,11.0,0.0,34.8,,蛯名 正義,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.0,468(+6)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,5,2,4,キスアンドクライ,牝3,55.0,戸崎 圭太,1:33.9,１,2.0,0.0,34.0,,橋口 慎介,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151516.0,446(+4)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,6,3,5,ジョリーレーヌ,牝3,55.0,C.ルメール,1:33.9,クビ,3.0,0.0,35.4,,大竹 正博,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.0,442(+18)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,7,4,8,ホリーアン,牝3,55.0,丸田 恭介,1:34.1,１,12.0,0.0,34.5,,萱野 浩二,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141312.0,422(-2)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,8,6,12,ニシノクードクール,牝3,55.0,武藤 雅,1:34.3,１ 1/4,15.0,0.0,34.9,,武藤 善則,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61111.0,454(+10)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,9,4,7,フタイテンホイール,牝3,55.0,菊沢 一樹,1:34.4,３／４,16.0,0.0,35.3,,佐藤 吉勝,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,424(-4)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,10,3,6,テリオスルナ,牝3,55.0,三浦 皇成,1:34.4,ハナ,14.0,0.0,35.1,,高柳 瑞樹,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.0,400(-4)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,11,7,14,カポレイラ,牝3,55.0,津村 明秀,1:34.5,クビ,9.0,0.0,34.7,,中舘 英二,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121414.0,448(+14)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,12,7,13,ラヴァブル,牝3,55.0,荻野 極,1:34.5,１／２,8.0,0.0,35.6,,松下 武士,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,492(0)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,13,8,15,ショウナンラフィネ,牝3,55.0,斎藤 新,1:34.6,クビ,13.0,0.0,35.4,,高野 友和,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0,410(+16)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,14,6,11,クレオズニードル,牝3,55.0,佐々木 大輔,1:34.6,クビ,6.0,0.0,35.1,,和田 勇介,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101112.0,462(-2)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,15,5,10,パーリーラスター,牝3,55.0,R.キング,1:34.7,アタマ,5.0,0.0,34.8,,池上 昌和,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151514.0,454(+22)
2025年1月18日,中山,9R,菜の花賞,G1,,,,,,16,5,9,オーケースマイル,牝3,55.0,横山 琉人,1:35.2,３ 1/2,10.0,0.0,36.5,,相沢 郁,,202506010609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,418(+2)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,1,2,4,マーブルロック,牡5,56.0,三浦 皇成,1:52.4,,2.0,0.0,38.5,,西園 正都,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,514(+2)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,2,3,5,バンドマスター,牡5,57.0,横山 武史,1:53.0,４,1.0,0.0,39.0,,茶木 太樹,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222.0,502(+4)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,3,6,11,ハッスルダンク,牡5,55.0,江田 照男,1:53.1,１／２,11.0,0.0,38.0,,中川 公成,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11111211.0,454(0)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,4,1,2,ビップスコーピオン,牡5,56.0,戸崎 圭太,1:53.1,クビ,5.0,0.0,38.3,,田島 俊明,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212109.0,466(+10)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,5,3,6,ペンティメント,牡5,57.0,菅原 明良,1:53.3,１,6.0,0.0,38.7,,嘉藤 貴行,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9995.0,510(+2)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,6,6,12,オレデイイノカ,牡7,54.0,内田 博幸,1:53.8,３,10.0,0.0,39.3,,古賀 慎明,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8787.0,512(0)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,7,7,14,ロードマゼラン,せん6,56.0,横山 和生,1:54.1,２,7.0,0.0,38.4,,奥村 豊,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16161514.0,494(+8)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,8,4,7,アスクビックスター,牡6,55.0,黛 弘人,1:54.1,ハナ,3.0,0.0,39.7,,矢作 芳人,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7765.0,482(+2)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,9,5,10,ストライク,牡5,57.0,石橋 脩,1:54.1,ハナ,4.0,0.0,40.0,,加藤 士津八,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.0,512(+10)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,10,8,15,エスティメート,牡6,54.0,丸田 恭介,1:54.1,ハナ,16.0,0.0,39.3,,大和田 成,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010109.0,470(+2)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,11,2,3,メイショウミカワ,牡7,56.0,菊沢 一樹,1:54.3,３／４,12.0,0.0,40.1,,千田 輝彦,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6633.0,520(+18)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,12,8,16,イーサンバーニング,牡6,55.0,古川 吉洋,1:54.5,１ 1/2,13.0,0.0,38.7,,藤野 健太,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15151516.0,496(-18)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,13,1,1,ティアップリオン,牡7,54.0,荻野 極,1:54.9,２ 1/2,15.0,0.0,39.6,,奥平 雅士,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14141413.0,494(+8)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,14,5,9,サノノエスポ,牝5,53.0,佐々木 大輔,1:55.0,クビ,9.0,0.0,40.9,,中舘 英二,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3337.0,476(+10)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,15,4,8,ルドヴィクス,牡7,56.0,吉田 豊,1:55.1,１／２,14.0,0.0,40.0,,久保田 貴士,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13131211.0,524(+8)
2025年1月18日,中山,10R,アレキサンドライトステークス,,,,,,,16,7,13,フランスゴデイナ,牡7,56.0,田辺 裕信,1:56.7,１０,8.0,0.0,42.3,,森 秀行,,202506010610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33614.0,500(+2)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,1,7,13,エイシンフェンサー,牝5,53.0,川又 賢治,1:07.4,,11.0,0.0,33.8,,吉村 圭司,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,476(0)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,2,3,6,バースクライ,牝5,54.0,R.キング,1:07.5,クビ,1.0,0.0,33.7,,千田 輝彦,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,494(-4)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,3,3,5,ミッキーハーモニー,牝6,53.0,大野 拓弥,1:07.7,１,6.0,0.0,33.6,,萩原 清,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,468(+4)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,4,2,4,カンティーユ,牡7,57.0,菅原 明良,1:07.7,クビ,3.0,0.0,34.3,,嘉藤 貴行,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,502(+4)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,5,2,3,モリノドリーム,牝6,55.0,横山 武史,1:07.7,クビ,7.0,0.0,33.8,,鹿戸 雄一,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,494(+8)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,6,5,9,ジャスティンスカイ,牡6,57.5,戸崎 圭太,1:07.8,１／２,5.0,0.0,33.8,,友道 康夫,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,536(-4)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,7,5,10,ミルトクレイモー,牡5,55.0,丹内 祐次,1:07.9,１,4.0,0.0,34.0,,中村 直也,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,514(0)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,8,1,1,リバーラ,牝5,53.0,吉田 豊,1:07.9,ハナ,16.0,0.0,34.2,,高柳 瑞樹,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,448(-6)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,9,4,8,マスクオールウィン,牝4,54.0,木幡 巧也,1:07.9,アタマ,12.0,0.0,34.7,,牧 光二,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,502(0)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,10,1,2,メイクアスナッチ,牝5,53.0,石川 裕紀人,1:08.0,１／２,14.0,0.0,33.6,,武市 康男,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.0,452(-4)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,11,6,11,ロードベイリーフ,牡8,54.0,原 優介,1:08.2,３／４,15.0,0.0,34.2,,森田 直行,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,498(+2)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,12,7,14,ナナオ,牝4,55.0,津村 明秀,1:08.2,ハナ,2.0,0.0,34.5,,小栗 実,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,432(-4)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,13,8,16,キミワクイーン,牝6,55.5,田辺 裕信,1:08.4,１ 1/4,10.0,0.0,33.9,,奥村 武,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.0,462(+10)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,14,8,15,サウザンサニー,牡5,56.0,藤懸 貴志,1:08.8,２ 1/2,8.0,0.0,35.0,,岩戸 孝樹,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,518(0)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,15,4,7,エエヤン,牡5,57.5,丸田 恭介,1:08.9,１／２,9.0,0.0,34.8,,伊藤 大士,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.0,496(+6)
