日付,会場,レース番号,レース名,重賞,コースタイプ,距離,回り,天候,馬場状態,着 順,枠,馬 番,馬名,性齢,斤量,騎手,タイム,着差,人 気,単勝 オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),race_id,horse_id,past_1_date,past_1_rank,past_1_time,past_1_run_style,past_1_race_name,past_1_last_3f,past_1_horse_weight,past_1_jockey,past_1_condition,past_1_odds,past_1_weather,past_2_date,past_2_rank,past_2_time,past_2_run_style,past_2_race_name,past_2_last_3f,past_2_horse_weight,past_2_jockey,past_2_condition,past_2_odds,past_2_weather,past_3_date,past_3_rank,past_3_time,past_3_run_style,past_3_race_name,past_3_last_3f,past_3_horse_weight,past_3_jockey,past_3_condition,past_3_odds,past_3_weather,past_4_date,past_4_rank,past_4_time,past_4_run_style,past_4_race_name,past_4_last_3f,past_4_horse_weight,past_4_jockey,past_4_condition,past_4_odds,past_4_weather,past_5_date,past_5_rank,past_5_time,past_5_run_style,past_5_race_name,past_5_last_3f,past_5_horse_weight,past_5_jockey,past_5_condition,past_5_odds,past_5_weather,past_1_distance,past_1_course_type,past_2_distance,past_2_course_type,past_3_distance,past_3_course_type,past_4_distance,past_4_course_type,past_5_distance,past_5_course_type,コーナー 通過順,馬体重 (増減)
2025年1月25日,中山,11R,初富士ステークス,,,,,,,14,8,16,ハギノアルデバラン,牡5,56.0,田辺 裕信,2:02.1,クビ,5.0,0.0,35.9,,鮫島 一歩,,202506010811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8999.0,516(+8)
2025年1月25日,中山,11R,初富士ステークス,,,,,,,15,8,15,ロジマンボ,牡6,54.0,野中 悠太郎,2:02.6,３,16.0,0.0,35.5,,古賀 慎明,,202506010811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16161616.0,496(+10)
2025年1月25日,中山,11R,初富士ステークス,,,,,,,16,1,2,パトリックハンサム,牡6,55.0,横山 和生,2:02.8,１ 1/4,10.0,0.0,37.3,,菊沢 隆徳,,202506010811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.0,476(+8)
2025年1月25日,中山,11R,初富士ステークス,,,,,,,17,2,3,ドグマ,牡6,55.0,横山 琉人,2:04.9,大差,17.0,0.0,37.8,,上原 佑紀,,202506010811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16161617.0,514(+10)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,1,5,9,ラブリージャブリー,牝3,55.0,三浦 皇成,1:36.1,,4.0,0.0,34.5,,蛯名 正義,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.0,416(初出走)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,2,2,4,トレヴィ,牝3,55.0,C.ルメール,1:36.1,ハナ,1.0,0.0,34.4,,木村 哲也,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.0,444(-4)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,3,4,8,フォルテム,牡3,54.0,▲長浜 鴻緒,1:36.1,アタマ,3.0,0.0,34.9,,千葉 直人,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,472(-4)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,4,6,12,エンゲルシュピール,牝3,55.0,横山 和生,1:36.2,クビ,2.0,0.0,35.1,,田村 康仁,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,448(0)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,5,3,5,ノーブルライナー,牡3,57.0,内田 博幸,1:36.5,２,9.0,0.0,34.5,,中川 公成,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,490(+16)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,6,2,3,エムティキング,牡3,57.0,石橋 脩,1:36.6,クビ,11.0,0.0,35.2,,小野 次郎,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0,430(初出走)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,7,3,6,ウーバーストロング,牡3,57.0,大野 拓弥,1:36.7,３／４,5.0,0.0,35.3,,杉浦 宏昭,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0,472(-4)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,8,8,16,カウンターセブン,牡3,57.0,松岡 正海,1:37.1,２ 1/2,6.0,0.0,35.8,,村田 一誠,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,480(-4)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,9,4,7,サイモングリット,牡3,57.0,北村 宏司,1:37.2,クビ,12.0,0.0,35.0,,勢司 和浩,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.0,464(0)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,10,7,14,ティティナ,牝3,55.0,武藤 雅,1:37.4,１ 1/4,14.0,0.0,35.0,,和田 正一郎,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131110.0,422(初出走)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,11,8,15,ペイシャアーサー,牡3,57.0,木幡 巧也,1:37.4,クビ,13.0,0.0,34.8,,本間 忍,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101312.0,454(初出走)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,12,6,11,ムーンレイデオ,牝3,55.0,吉田 豊,1:37.7,１ 1/2,8.0,0.0,34.9,,小野 次郎,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151515.0,428(初出走)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,13,1,1,スカイリスト,牝3,55.0,原田 和真,1:37.7,アタマ,16.0,0.0,35.4,,小野 次郎,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71010.0,470(初出走)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,14,1,2,オイセサン,牝3,52.0,▲佐藤 翔馬,1:37.8,１,15.0,0.0,35.2,,鈴木 伸尋,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101313.0,438(初出走)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,15,7,13,マーゴットゲイン,牡3,57.0,野中 悠太郎,1:38.1,１ 3/4,10.0,0.0,35.7,,伊坂 重信,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131113.0,460(初出走)
2025年1月25日,中山,12R,3歳未勝利,,,,,,,16,5,10,アーチーテソーロ,牡3,57.0,菅原 明良,1:43.8,大差,7.0,0.0,39.6,,高木 登,,202506010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161616.0,490(初出走)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,1,6,11,イズルード,牡3,57.0,戸崎 圭太,1:12.7,,1.0,0.0,38.3,,田島 俊明,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,472(+6)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,2,2,3,ミラクルミッキー,牡3,57.0,木幡 巧也,1:13.3,４,5.0,0.0,39.1,,牧 光二,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,524(+2)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,3,1,2,マイネルブリオン,牡3,57.0,松岡 正海,1:13.5,３／４,12.0,0.0,38.3,,矢野 英一,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.0,486(+6)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,4,5,10,ウインレアリゼ,牝3,55.0,三浦 皇成,1:13.5,アタマ,4.0,0.0,38.0,,小手川 準,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.0,462(+4)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,5,6,12,フラッシュタイム,牡3,54.0,▲長浜 鴻緒,1:13.5,クビ,2.0,0.0,38.5,,佐藤 吉勝,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,524(0)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,6,7,14,シンガソング,牝3,55.0,杉原 誠人,1:13.7,１ 1/4,8.0,0.0,39.0,,土田 稔,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,428(+6)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,7,3,5,リワードインペリオ,牡3,57.0,横山 典弘,1:13.8,クビ,3.0,0.0,38.9,,村田 一誠,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,508(+10)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,8,4,7,ヒルビリーエレジー,牝3,55.0,吉田 豊,1:13.8,ハナ,11.0,0.0,38.8,,戸田 博文,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.0,440(0)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,9,7,13,アルパインハット,牝3,55.0,大野 拓弥,1:14.1,１ 3/4,6.0,0.0,39.6,,上原 博之,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,450(+2)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,10,4,8,キャンディリボン,牝3,55.0,菅原 明良,1:14.3,１ 1/4,9.0,0.0,39.0,,清水 英克,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,444(初出走)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,11,8,16,ミツカネスコーピオ,牡3,57.0,野中 悠太郎,1:14.3,ハナ,7.0,0.0,39.7,,鈴木 伸尋,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,488(初出走)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,12,5,9,キタノラータム,牝3,55.0,江田 照男,1:14.5,１ 1/4,14.0,0.0,38.6,,伊藤 伸一,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.0,480(0)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,13,1,1,カウニスミエリ,牝3,54.0,☆原 優介,1:15.1,３ 1/2,10.0,0.0,40.5,,岩戸 孝樹,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,414(-2)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,14,3,6,アイドルフェスタ,牝3,55.0,横山 和生,1:15.1,ハナ,13.0,0.0,40.7,,西田 雄一郎,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,454(-10)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,15,8,15,マリノライヤ,牝3,55.0,武藤 雅,1:15.2,１／２,15.0,0.0,39.5,,水野 貴広,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.0,428(+2)
2025年1月26日,中山,1R,3歳未勝利,,,,,,,16,2,4,アスピノール,牡3,57.0,岩部 純二,1:15.3,クビ,16.0,0.0,39.2,,南田 美知雄,,202506010901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.0,492(+10)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,1,6,11,マーキュリーダイム,牝3,55.0,C.ルメール,1:57.4,,1.0,0.0,40.8,,武井 亮,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.0,514(初出走)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,2,5,9,コンティオ,牝3,55.0,横山 和生,1:57.4,クビ,4.0,0.0,40.3,,和田 勇介,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141474.0,450(初出走)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,3,3,5,サーフプラチナム,牝3,55.0,北村 宏司,1:57.4,ハナ,7.0,0.0,40.0,,古賀 慎明,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616107.0,462(0)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,4,7,14,バラダレイナ,牝3,55.0,内田 博幸,1:57.5,クビ,12.0,0.0,39.5,,宮田 敬介,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13131515.0,510(初出走)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,5,5,10,ヒサエノオモカゲ,牝3,55.0,横山 武史,1:57.5,ハナ,2.0,0.0,41.0,,千葉 直人,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222.0,482(+2)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,6,4,7,スナドケイ,牝3,52.0,▲長浜 鴻緒,1:57.7,１,14.0,0.0,40.4,,尾形 和幸,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7798.0,478(-6)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,7,8,16,キタノラブミー,牝3,55.0,菅原 明良,1:57.7,ハナ,10.0,0.0,40.1,,萱野 浩二,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11111210.0,500(+2)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,8,2,3,ノメンターノ,牝3,55.0,野中 悠太郎,1:58.1,２ 1/2,9.0,0.0,40.3,,武市 康男,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12111311.0,434(0)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,9,4,8,ロミヒ,牝3,55.0,岩田 望来,1:58.1,クビ,5.0,0.0,41.1,,伊藤 圭三,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5558.0,490(-4)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,10,1,1,シナツヒメ,牝3,55.0,木幡 巧也,1:58.5,２ 1/2,3.0,0.0,42.1,,牧 光二,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,444(0)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,11,8,15,ラウレア,牝3,55.0,三浦 皇成,1:58.7,１,8.0,0.0,42.0,,伊藤 大士,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7744.0,438(-6)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,12,2,4,グランヴァルール,牝3,55.0,杉原 誠人,1:58.7,クビ,6.0,0.0,40.3,,蛯名 正義,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14141615.0,480(初出走)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,13,3,6,アンテニトルス,牝3,55.0,石川 裕紀人,1:58.8,クビ,16.0,0.0,40.9,,奥村 武,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991313.0,466(-8)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,14,6,12,レイーナアスール,牝3,55.0,武藤 雅,1:58.9,３／４,13.0,0.0,42.0,,武藤 善則,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6556.0,472(-4)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,15,7,13,ウィノウザウェイ,牝3,55.0,吉田 豊,1:59.8,５,11.0,0.0,42.3,,土田 稔,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991011.0,492(-14)
2025年1月26日,中山,2R,3歳未勝利,,,,,,,16,1,2,コスモフィネス,牝3,54.0,☆原 優介,2:02.2,大差,15.0,0.0,45.1,,黒岩 陽一,,202506010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33713.0,432(+10)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,1,8,14,ロッシニアーナ,牡3,57.0,C.ルメール,1:54.4,,1.0,0.0,38.5,,木村 哲也,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,518(-8)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,2,7,12,アルデラックス,牡3,57.0,松岡 正海,1:55.0,４,9.0,0.0,39.0,,村田 一誠,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4632.0,508(0)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,3,2,2,ブルータス,牡3,57.0,横山 武史,1:55.2,１ 1/4,2.0,0.0,39.0,,高柳 瑞樹,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8954.0,450(0)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,4,7,13,ブレトワルダ,牡3,57.0,岩田 望来,1:55.3,クビ,3.0,0.0,39.3,,新開 幸一,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3332.0,500(+4)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,5,1,1,サトミノエンジェル,牡3,57.0,横山 典弘,1:55.8,３,8.0,0.0,39.2,,鈴木 伸尋,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8787.0,512(+2)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,6,3,5,ゴットランド,牡3,57.0,R.キング,1:55.9,１,5.0,0.0,39.7,,斎藤 誠,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355.0,506(-2)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,7,5,9,カレラエンブレマ,牡3,57.0,内田 博幸,1:56.6,４,12.0,0.0,39.6,,田村 康仁,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10101010.0,516(-2)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,8,6,10,ノイシュタット,牡3,57.0,石橋 脩,1:56.7,１／２,7.0,0.0,40.2,,牧 光二,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7777.0,492(+2)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,9,5,8,ドラゴンラック,牡3,57.0,津村 明秀,1:57.5,５,11.0,0.0,39.8,,相沢 郁,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15151413.0,450(+8)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,10,4,7,ケルピー,せん3,57.0,横山 和生,1:57.7,１ 1/4,6.0,0.0,41.1,,小野 次郎,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121289.0,484(-6)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,11,4,6,ケーニッヒブルート,牡3,57.0,宮崎 北斗,1:58.0,１ 3/4,13.0,0.0,40.7,,中川 公成,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12121311.0,510(+26)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,12,6,11,エコロカディス,牡3,57.0,戸崎 圭太,1:58.1,クビ,4.0,0.0,42.2,,森 一誠,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.0,450(-2)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,13,8,15,コウセイケンタロス,牡3,57.0,柴田 大知,1:58.8,４,15.0,0.0,41.7,,和田 雄二,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10101112.0,464(+2)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,14,3,4,トーセンギャラン,牡3,57.0,岩部 純二,2:02.7,大差,14.0,0.0,45.6,,加藤 征弘,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431114.0,502(+6)
2025年1月26日,中山,3R,3歳未勝利,,,,,,,15,2,3,サンクリュウ,牝3,55.0,A.ルメートル,2:12.2,大差,10.0,0.0,50.2,,加藤 征弘,,202506010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12141515.0,482(初出走)
2025年1月26日,中山,4R,メイクデビュー中山,,,,,,,1,8,16,ワンダラー,牡3,57.0,内田 博幸,1:12.9,,6.0,0.0,37.4,,黒岩 陽一,,202506010904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,520(初出走)
2025年1月26日,中山,4R,メイクデビュー中山,,,,,,,2,6,11,アシャカトベ,牡3,57.0,石川 裕紀人,1:13.0,１／２,8.0,0.0,37.6,,小笠 倫弘,,202506010904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,520(初出走)
2025年1月26日,中山,4R,メイクデビュー中山,,,,,,,3,2,4,ピコグリーン,牝3,55.0,木幡 巧也,1:13.4,２ 1/2,1.0,0.0,37.9,,牧 光二,,202506010904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,452(初出走)
2025年1月26日,中山,4R,メイクデビュー中山,,,,,,,4,7,14,キチロクキャップ,牡3,57.0,木幡 育也,1:13.7,１ 3/4,12.0,0.0,38.1,,松永 康利,,202506010904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,522(初出走)
2025年1月26日,中山,4R,メイクデビュー中山,,,,,,,5,1,1,レーヴドアンジュ,牝3,55.0,R.キング,1:14.2,３,4.0,0.0,38.7,,河嶋 宏樹,,202506010904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,434(初出走)
2025年1月26日,中山,4R,メイクデビュー中山,,,,,,,6,8,15,ピッコロイカリーノ,牝3,55.0,三浦 皇成,1:14.5,２,5.0,0.0,38.5,,西園 翔太,,202506010904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,402(初出走)
2025年1月26日,中山,4R,メイクデビュー中山,,,,,,,7,4,7,インレット,牝3,55.0,大野 拓弥,1:14.6,クビ,7.0,0.0,38.6,,鈴木 慎太郎,,202506010904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,454(初出走)
2025年1月26日,中山,4R,メイクデビュー中山,,,,,,,8,5,9,ハンクスター,牡3,57.0,木幡 初也,1:15.1,３,10.0,0.0,38.7,,松永 康利,,202506010904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.0,482(初出走)
2025年1月26日,中山,4R,メイクデビュー中山,,,,,,,9,3,5,スリーローズマリー,牝3,55.0,横山 武史,1:15.3,３／４,2.0,0.0,39.0,,伊藤 圭三,,202506010904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,452(初出走)
2025年1月26日,中山,4R,メイクデビュー中山,,,,,,,10,1,2,オーバード,牡3,57.0,宮崎 北斗,1:15.6,１ 3/4,13.0,0.0,38.3,,中川 公成,,202506010904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.0,458(初出走)
